sr_max_distance_atr,sr_sl_atr_mult,major_only,btc_rsi_floor,mt_not_downtrend,relative_volume,rsi_cap,min_token_rsi,min_confluence,min_touches,tp_cascade,min_rr,max_hold_days,cascade_skipped,n_published,n_filled,fill_rate_pct,win_rate_pct,avg_win_pct,avg_loss_pct,avg_pnl_filled_pct,expectancy_per_signal_pct,score,n_tp,n_sl,n_timeout
3.0,1.0,True,0.0,False,True,80.0,60.0,50.0,3,True,2.0,14,114,127,63,49.61,23.81,12.172,-5.797,-1.518,-0.753,-5.979,9,43,8
3.0,0.5,True,50.0,False,True,80.0,60.0,0.0,0,True,2.0,7,5,150,74,49.33,17.57,5.831,-3.095,-1.527,-0.753,-6.478,7,61,4
3.0,0.5,True,0.0,False,True,80.0,60.0,0.0,3,False,2.0,7,0,136,70,51.47,20.0,5.354,-3.169,-1.464,-0.754,-6.306,9,56,5
3.0,0.5,True,0.0,False,True,80.0,60.0,50.0,3,False,2.0,7,0,136,70,51.47,20.0,5.354,-3.169,-1.464,-0.754,-6.306,9,56,5
2.0,0.5,True,0.0,False,True,80.0,0.0,0.0,3,True,2.0,14,10,262,160,61.07,17.5,9.599,-3.533,-1.235,-0.754,-9.536,22,132,6
2.0,0.5,True,0.0,False,True,80.0,0.0,50.0,3,True,2.0,14,10,262,160,61.07,17.5,9.599,-3.533,-1.235,-0.754,-9.536,22,132,6
2.0,1.0,True,50.0,False,True,0.0,60.0,0.0,3,True,2.0,14,125,125,67,53.6,26.87,10.239,-5.688,-1.409,-0.755,-6.182,11,45,8
2.0,1.0,True,50.0,False,True,0.0,60.0,50.0,3,True,2.0,14,125,125,67,53.6,26.87,10.239,-5.688,-1.409,-0.755,-6.182,11,45,8
3.0,1.0,True,50.0,True,False,80.0,60.0,0.0,3,True,2.0,7,598,318,159,50.0,32.08,6.856,-5.462,-1.511,-0.755,-9.524,20,96,38
3.0,1.0,True,50.0,True,False,80.0,60.0,50.0,3,True,2.0,7,598,318,159,50.0,32.08,6.856,-5.462,-1.511,-0.755,-9.524,20,96,38
2.0,1.0,False,50.0,True,False,80.0,60.0,0.0,3,False,2.0,7,0,334,191,57.19,38.74,5.426,-5.589,-1.321,-0.756,-10.444,59,108,21
2.0,1.0,False,50.0,True,False,80.0,60.0,50.0,3,False,2.0,7,0,334,191,57.19,38.74,5.426,-5.589,-1.321,-0.756,-10.444,59,108,21
2.0,1.0,False,50.0,True,False,0.0,0.0,0.0,3,True,2.0,14,1078,460,254,55.22,25.98,12.163,-6.119,-1.368,-0.756,-12.041,45,179,24
2.0,1.0,False,50.0,True,False,0.0,0.0,50.0,3,True,2.0,14,1078,460,254,55.22,25.98,12.163,-6.119,-1.368,-0.756,-12.041,45,179,24
3.0,1.0,False,0.0,False,False,80.0,60.0,0.0,3,True,2.0,14,747,476,268,56.3,27.24,11.725,-6.234,-1.342,-0.756,-12.369,45,184,31
3.0,1.0,False,0.0,False,False,80.0,60.0,50.0,3,True,2.0,14,747,476,268,56.3,27.24,11.725,-6.234,-1.342,-0.756,-12.369,45,184,31
2.0,1.0,False,0.0,True,False,80.0,0.0,0.0,3,False,2.0,7,0,588,352,59.86,37.22,6.315,-5.754,-1.263,-0.756,-14.182,96,194,57
2.0,1.0,False,0.0,True,False,80.0,0.0,50.0,3,False,2.0,7,0,588,352,59.86,37.22,6.315,-5.754,-1.263,-0.756,-14.182,96,194,57
2.0,0.5,True,50.0,True,True,80.0,0.0,0.0,0,False,2.0,14,0,167,89,53.29,15.73,7.088,-3.008,-1.42,-0.757,-7.141,12,75,1
2.0,1.0,True,0.0,False,True,0.0,0.0,0.0,0,True,2.0,14,456,358,216,60.34,27.31,12.952,-6.595,-1.256,-0.758,-11.138,28,148,37
2.0,0.5,True,0.0,False,True,80.0,60.0,0.0,0,False,2.0,14,0,170,99,58.24,17.17,7.654,-3.164,-1.306,-0.761,-7.567,14,82,2
2.0,0.5,True,0.0,True,True,80.0,0.0,0.0,3,True,2.0,7,8,188,105,55.85,17.14,8.075,-3.32,-1.367,-0.763,-7.822,11,87,7
2.0,0.5,True,0.0,True,True,80.0,0.0,50.0,3,True,2.0,7,8,188,105,55.85,17.14,8.075,-3.32,-1.367,-0.763,-7.822,11,87,7
3.0,0.5,True,50.0,True,True,80.0,60.0,0.0,0,False,2.0,7,0,137,67,48.91,17.91,4.659,-2.919,-1.562,-0.764,-6.253,7,55,4
3.0,0.5,True,50.0,True,True,80.0,0.0,0.0,3,True,2.0,7,3,141,70,49.65,12.86,8.647,-3.042,-1.539,-0.764,-6.392,7,61,2
3.0,0.5,True,50.0,True,True,80.0,0.0,50.0,3,True,2.0,7,3,141,70,49.65,12.86,8.647,-3.042,-1.539,-0.764,-6.392,7,61,2
2.0,1.0,False,0.0,True,True,80.0,60.0,0.0,0,False,2.0,7,0,160,96,60.0,40.62,5.339,-5.798,-1.274,-0.764,-7.489,24,54,15
2.0,0.5,True,0.0,True,True,80.0,0.0,0.0,3,False,2.0,14,0,188,106,56.38,17.92,7.832,-3.36,-1.354,-0.764,-7.861,17,87,2
2.0,0.5,True,0.0,True,True,80.0,0.0,50.0,3,False,2.0,14,0,188,106,56.38,17.92,7.832,-3.36,-1.354,-0.764,-7.861,17,87,2
2.0,1.0,False,0.0,True,True,0.0,0.0,0.0,0,True,2.0,7,300,249,142,57.03,31.69,7.863,-5.612,-1.342,-0.765,-9.117,16,87,36
3.0,1.0,True,50.0,True,True,0.0,60.0,0.0,0,False,2.0,7,0,160,82,51.25,36.59,5.743,-5.669,-1.494,-0.766,-6.935,19,49,11
2.0,1.0,False,0.0,False,False,80.0,0.0,0.0,0,True,2.0,14,4669,1105,631,57.1,27.73,13.064,-6.872,-1.343,-0.767,-19.266,100,433,94
2.0,1.0,True,0.0,False,True,80.0,60.0,0.0,3,True,2.0,7,114,122,66,54.1,31.82,7.183,-5.433,-1.419,-0.768,-6.237,7,38,18
2.0,1.0,True,0.0,False,True,80.0,60.0,50.0,3,True,2.0,7,114,122,66,54.1,31.82,7.183,-5.433,-1.419,-0.768,-6.237,7,38,18
2.0,0.5,True,0.0,True,True,80.0,60.0,0.0,3,True,2.0,7,0,120,66,55.0,21.21,4.766,-3.056,-1.397,-0.768,-6.242,6,52,7
2.0,0.5,True,0.0,True,True,80.0,60.0,50.0,3,True,2.0,7,0,120,66,55.0,21.21,4.766,-3.056,-1.397,-0.768,-6.242,6,52,7
2.0,0.5,True,0.0,False,True,80.0,60.0,0.0,3,True,2.0,7,2,131,74,56.49,21.62,5.141,-3.153,-1.36,-0.768,-6.606,8,58,7
2.0,0.5,True,0.0,False,True,80.0,60.0,50.0,3,True,2.0,7,2,131,74,56.49,21.62,5.141,-3.153,-1.36,-0.768,-6.606,8,58,7
2.0,0.5,True,50.0,False,True,0.0,60.0,0.0,0,False,2.0,14,0,170,98,57.65,18.37,6.415,-3.077,-1.334,-0.769,-7.612,16,80,1
3.0,0.5,True,50.0,False,True,0.0,0.0,0.0,3,True,2.0,14,17,192,106,55.21,16.04,8.557,-3.293,-1.392,-0.769,-7.913,14,89,3
3.0,0.5,True,50.0,False,True,0.0,0.0,50.0,3,True,2.0,14,17,192,106,55.21,16.04,8.557,-3.293,-1.392,-0.769,-7.913,14,89,3
2.0,0.5,True,0.0,False,True,80.0,60.0,0.0,3,False,2.0,14,0,131,74,56.49,17.57,7.075,-3.162,-1.363,-0.77,-6.625,11,61,2
2.0,0.5,True,0.0,False,True,80.0,60.0,50.0,3,False,2.0,14,0,131,74,56.49,17.57,7.075,-3.162,-1.363,-0.77,-6.625,11,61,2
2.0,0.5,True,50.0,True,True,80.0,0.0,0.0,0,False,2.0,7,0,167,89,53.29,17.98,5.715,-3.013,-1.444,-0.77,-7.261,11,73,4
2.0,1.0,False,50.0,True,False,80.0,0.0,0.0,0,False,2.0,14,0,518,311,60.04,36.01,7.688,-6.332,-1.283,-0.77,-13.581,107,191,8
2.0,0.5,True,0.0,True,True,80.0,60.0,0.0,3,False,2.0,14,0,120,66,55.0,16.67,6.949,-3.072,-1.402,-0.771,-6.262,9,55,2
2.0,0.5,True,0.0,True,True,80.0,60.0,50.0,3,False,2.0,14,0,120,66,55.0,16.67,6.949,-3.072,-1.402,-0.771,-6.262,9,55,2
3.0,1.0,False,0.0,True,False,80.0,0.0,0.0,3,False,2.0,14,0,590,345,58.47,35.36,7.636,-6.22,-1.32,-0.772,-14.341,106,213,21
3.0,1.0,False,0.0,True,False,80.0,0.0,50.0,3,False,2.0,14,0,590,345,58.47,35.36,7.636,-6.22,-1.32,-0.772,-14.341,106,213,21
2.0,0.5,True,0.0,False,True,80.0,60.0,0.0,0,True,2.0,14,6,170,99,58.24,16.16,8.266,-3.177,-1.328,-0.773,-7.694,12,83,2
3.0,1.0,True,50.0,False,True,80.0,60.0,0.0,3,True,2.0,7,100,112,53,47.32,26.42,8.278,-5.194,-1.635,-0.774,-5.633,6,33,11
3.0,1.0,True,50.0,False,True,80.0,60.0,50.0,3,True,2.0,7,100,112,53,47.32,26.42,8.278,-5.194,-1.635,-0.774,-5.633,6,33,11
2.0,0.5,True,0.0,True,True,80.0,60.0,0.0,0,False,2.0,14,0,154,88,57.14,17.05,6.845,-3.039,-1.354,-0.774,-7.259,12,73,2
2.0,1.0,False,0.0,True,False,80.0,60.0,0.0,3,False,2.0,14,0,368,215,58.42,35.81,6.886,-5.906,-1.325,-0.774,-11.347,69,128,14
2.0,1.0,False,0.0,True,False,80.0,60.0,50.0,3,False,2.0,14,0,368,215,58.42,35.81,6.886,-5.906,-1.325,-0.774,-11.347,69,128,14
3.0,1.0,False,50.0,False,False,80.0,0.0,0.0,0,False,2.0,7,0,857,486,56.71,36.21,7.069,-6.155,-1.366,-0.775,-17.078,129,265,85
2.0,0.5,True,50.0,False,True,80.0,60.0,0.0,3,False,2.0,7,0,116,64,55.17,18.75,5.689,-3.045,-1.407,-0.776,-6.212,9,52,3
2.0,0.5,True,50.0,False,True,80.0,60.0,50.0,3,False,2.0,7,0,116,64,55.17,18.75,5.689,-3.045,-1.407,-0.776,-6.212,9,52,3
3.0,1.0,False,0.0,False,False,0.0,0.0,0.0,3,False,2.0,14,0,920,572,62.17,37.24,7.992,-6.729,-1.247,-0.776,-18.549,190,348,29
3.0,1.0,False,0.0,False,False,0.0,0.0,50.0,3,False,2.0,14,0,920,572,62.17,37.24,7.992,-6.729,-1.247,-0.776,-18.549,190,348,29
2.0,0.5,True,50.0,True,True,80.0,60.0,0.0,3,False,2.0,7,0,105,56,53.33,17.86,5.273,-2.919,-1.456,-0.777,-5.811,7,46,3
2.0,0.5,True,50.0,True,True,80.0,60.0,50.0,3,False,2.0,7,0,105,56,53.33,17.86,5.273,-2.919,-1.456,-0.777,-5.811,7,46,3
2.0,0.5,True,50.0,True,True,80.0,60.0,0.0,0,True,2.0,7,4,135,71,52.59,18.31,4.96,-2.921,-1.478,-0.777,-6.549,6,58,5
2.0,1.0,True,0.0,True,False,80.0,0.0,0.0,3,True,2.0,14,1900,545,298,54.68,25.17,12.429,-6.078,-1.42,-0.777,-13.407,47,203,43
2.0,1.0,True,0.0,True,False,80.0,0.0,50.0,3,True,2.0,14,1900,545,298,54.68,25.17,12.429,-6.078,-1.42,-0.777,-13.407,47,203,43
3.0,1.0,False,0.0,False,True,0.0,0.0,0.0,3,False,2.0,7,0,289,176,60.9,37.5,6.951,-6.214,-1.277,-0.778,-10.317,50,97,27
3.0,1.0,False,0.0,False,True,0.0,0.0,50.0,3,False,2.0,7,0,289,176,60.9,37.5,6.951,-6.214,-1.277,-0.778,-10.317,50,97,27
3.0,1.0,True,0.0,False,True,80.0,60.0,0.0,3,False,2.0,7,0,136,70,51.47,34.29,6.59,-5.745,-1.516,-0.78,-6.528,15,41,12
3.0,1.0,True,0.0,False,True,80.0,60.0,50.0,3,False,2.0,7,0,136,70,51.47,34.29,6.59,-5.745,-1.516,-0.78,-6.528,15,41,12
3.0,1.0,False,0.0,True,False,80.0,60.0,0.0,3,False,2.0,14,0,377,213,56.5,34.74,6.948,-5.815,-1.381,-0.78,-11.384,66,129,13
3.0,1.0,False,0.0,True,False,80.0,60.0,50.0,3,False,2.0,14,0,377,213,56.5,34.74,6.948,-5.815,-1.381,-0.78,-11.384,66,129,13
2.0,0.5,True,50.0,True,True,80.0,0.0,0.0,3,True,2.0,7,3,137,72,52.55,13.89,8.103,-3.033,-1.487,-0.781,-6.629,8,62,2
2.0,0.5,True,50.0,True,True,80.0,0.0,50.0,3,True,2.0,7,3,137,72,52.55,13.89,8.103,-3.033,-1.487,-0.781,-6.629,8,62,2
2.0,1.0,True,0.0,False,False,80.0,60.0,0.0,3,True,2.0,14,855,441,255,57.82,28.24,11.074,-6.238,-1.35,-0.781,-12.466,37,174,38
2.0,1.0,True,0.0,False,False,80.0,60.0,50.0,3,True,2.0,14,855,441,255,57.82,28.24,11.074,-6.238,-1.35,-0.781,-12.466,37,174,38
2.0,1.0,False,50.0,False,False,80.0,60.0,0.0,3,True,2.0,7,677,438,256,58.45,34.38,7.36,-5.891,-1.336,-0.781,-12.494,28,150,73
2.0,1.0,False,50.0,False,False,80.0,60.0,50.0,3,True,2.0,7,677,438,256,58.45,34.38,7.36,-5.891,-1.336,-0.781,-12.494,28,150,73
2.0,1.0,True,0.0,False,True,80.0,60.0,0.0,3,False,2.0,7,0,131,74,56.49,36.49,6.173,-5.729,-1.386,-0.783,-6.735,17,42,13
2.0,1.0,True,0.0,False,True,80.0,60.0,50.0,3,False,2.0,7,0,131,74,56.49,36.49,6.173,-5.729,-1.386,-0.783,-6.735,17,42,13
3.0,1.0,True,0.0,True,False,0.0,60.0,0.0,0,True,2.0,14,1121,401,197,49.13,24.87,11.603,-5.964,-1.595,-0.783,-10.995,25,137,28
3.0,1.0,False,50.0,True,False,80.0,0.0,0.0,0,False,2.0,14,0,521,305,58.54,35.74,7.68,-6.354,-1.339,-0.784,-13.687,104,187,9
3.0,1.0,True,0.0,False,False,80.0,0.0,0.0,0,True,2.0,14,4468,1043,570,54.65,27.19,12.864,-6.774,-1.434,-0.784,-18.712,77,383,104
2.0,1.0,False,50.0,False,True,0.0,60.0,0.0,3,True,2.0,14,109,132,69,52.27,26.09,10.619,-5.782,-1.503,-0.786,-6.526,12,47,7
2.0,1.0,False,50.0,False,True,0.0,60.0,50.0,3,True,2.0,14,109,132,69,52.27,26.09,10.619,-5.782,-1.503,-0.786,-6.526,12,47,7
3.0,0.5,True,0.0,True,True,80.0,0.0,0.0,3,True,2.0,14,8,194,103,53.09,13.59,10.495,-3.364,-1.48,-0.786,-7.977,12,89,2
3.0,0.5,True,0.0,True,True,80.0,0.0,50.0,3,True,2.0,14,8,194,103,53.09,13.59,10.495,-3.364,-1.48,-0.786,-7.977,12,89,2
2.0,1.0,False,0.0,False,True,0.0,0.0,0.0,3,False,2.0,7,0,286,178,62.24,37.64,6.915,-6.2,-1.264,-0.786,-10.493,50,98,28
2.0,1.0,False,0.0,False,True,0.0,0.0,50.0,3,False,2.0,7,0,286,178,62.24,37.64,6.915,-6.2,-1.264,-0.786,-10.493,50,98,28
2.0,0.5,True,0.0,False,True,80.0,60.0,0.0,3,True,2.0,14,2,131,74,56.49,16.22,7.842,-3.18,-1.393,-0.787,-6.768,9,62,2
2.0,0.5,True,0.0,False,True,80.0,60.0,50.0,3,True,2.0,14,2,131,74,56.49,16.22,7.842,-3.18,-1.393,-0.787,-6.768,9,62,2
3.0,0.5,True,0.0,True,True,80.0,60.0,0.0,0,True,2.0,14,4,156,84,53.85,14.29,8.075,-3.051,-1.462,-0.787,-7.214,8,72,2
2.0,0.5,True,50.0,False,True,0.0,0.0,0.0,3,True,2.0,14,17,183,107,58.47,16.82,8.26,-3.29,-1.347,-0.787,-8.146,15,89,3
2.0,0.5,True,50.0,False,True,0.0,0.0,50.0,3,True,2.0,14,17,183,107,58.47,16.82,8.26,-3.29,-1.347,-0.787,-8.146,15,89,3
3.0,1.0,True,50.0,False,False,80.0,0.0,0.0,0,False,2.0,14,0,809,455,56.24,36.92,7.927,-6.859,-1.4,-0.787,-16.793,147,274,27
3.0,1.0,True,50.0,False,True,0.0,60.0,0.0,0,True,2.0,14,182,164,78,47.56,25.64,9.879,-5.636,-1.658,-0.788,-6.963,12,54,8
2.0,1.0,True,0.0,False,False,0.0,0.0,0.0,3,True,2.0,14,3141,841,500,59.45,27.2,12.887,-6.636,-1.326,-0.788,-17.622,73,346,74
2.0,1.0,True,0.0,False,False,0.0,0.0,50.0,3,True,2.0,14,3141,841,500,59.45,27.2,12.887,-6.636,-1.326,-0.788,-17.622,73,346,74
2.0,0.5,True,0.0,True,True,80.0,60.0,0.0,3,True,2.0,14,0,120,66,55.0,15.15,7.857,-3.094,-1.434,-0.789,-6.41,7,56,2
2.0,0.5,True,0.0,True,True,80.0,60.0,50.0,3,True,2.0,14,0,120,66,55.0,15.15,7.857,-3.094,-1.434,-0.789,-6.41,7,56,2
3.0,1.0,True,0.0,True,False,80.0,0.0,0.0,3,False,2.0,7,0,581,319,54.91,35.74,6.435,-5.816,-1.438,-0.789,-14.1,75,179,60
3.0,1.0,True,0.0,True,False,80.0,0.0,50.0,3,False,2.0,7,0,581,319,54.91,35.74,6.435,-5.816,-1.438,-0.789,-14.1,75,179,60
2.0,0.5,True,50.0,True,True,80.0,60.0,0.0,0,False,2.0,7,0,135,71,52.59,19.72,4.295,-2.925,-1.501,-0.79,-6.653,8,57,5
2.0,0.5,True,50.0,True,True,80.0,60.0,0.0,0,True,2.0,14,4,135,71,52.59,14.08,7.127,-2.919,-1.504,-0.791,-6.666,7,61,1
2.0,0.5,False,50.0,False,True,80.0,0.0,0.0,3,True,2.0,7,1,170,99,58.24,18.18,7.287,-3.279,-1.358,-0.791,-7.869,15,81,3
2.0,0.5,False,50.0,False,True,80.0,0.0,50.0,3,True,2.0,7,1,170,99,58.24,18.18,7.287,-3.279,-1.358,-0.791,-7.869,15,81,3
3.0,1.0,True,0.0,False,False,0.0,0.0,0.0,3,True,2.0,14,3141,864,483,55.9,26.92,12.832,-6.662,-1.415,-0.791,-17.385,68,335,73
3.0,1.0,True,0.0,False,False,0.0,0.0,50.0,3,True,2.0,14,3141,864,483,55.9,26.92,12.832,-6.662,-1.415,-0.791,-17.385,68,335,73
2.0,0.5,True,0.0,False,True,80.0,60.0,0.0,3,False,2.0,7,0,131,74,56.49,21.62,4.948,-3.153,-1.401,-0.792,-6.809,10,58,6
2.0,0.5,True,0.0,False,True,80.0,60.0,50.0,3,False,2.0,7,0,131,74,56.49,21.62,4.948,-3.153,-1.401,-0.792,-6.809,10,58,6
3.0,1.0,False,0.0,True,True,0.0,0.0,0.0,0,False,2.0,14,0,264,158,59.85,34.81,7.579,-6.078,-1.324,-0.792,-9.958,48,98,9
3.0,1.0,True,0.0,False,False,80.0,0.0,0.0,3,False,2.0,14,0,886,528,59.59,36.36,8.085,-6.708,-1.329,-0.792,-18.196,162,326,35
3.0,1.0,True,0.0,False,False,80.0,0.0,50.0,3,False,2.0,14,0,886,528,59.59,36.36,8.085,-6.708,-1.329,-0.792,-18.196,162,326,35
2.0,0.5,True,0.0,True,True,80.0,60.0,0.0,3,False,2.0,7,0,120,66,55.0,21.21,4.545,-3.056,-1.444,-0.794,-6.452,8,52,6
2.0,0.5,True,0.0,True,True,80.0,60.0,50.0,3,False,2.0,7,0,120,66,55.0,21.21,4.545,-3.056,-1.444,-0.794,-6.452,8,52,6
2.0,1.0,False,50.0,False,True,0.0,60.0,0.0,0,True,2.0,14,160,170,93,54.71,25.81,11.059,-5.807,-1.455,-0.796,-7.675,16,63,10
2.0,1.0,True,50.0,False,True,0.0,60.0,0.0,0,False,2.0,7,0,170,98,57.65,38.78,5.497,-5.736,-1.38,-0.796,-7.878,25,54,16
2.0,1.0,True,0.0,False,True,80.0,60.0,0.0,0,False,2.0,7,0,170,99,58.24,37.37,6.222,-5.896,-1.367,-0.796,-7.922,21,56,19
2.0,1.0,False,0.0,True,True,0.0,0.0,0.0,0,False,2.0,14,0,261,162,62.07,35.19,7.514,-6.059,-1.283,-0.796,-10.137,50,100,9
3.0,1.0,False,50.0,True,False,80.0,60.0,0.0,3,False,2.0,7,0,343,189,55.1,37.04,5.513,-5.538,-1.445,-0.796,-10.946,56,109,20
3.0,1.0,False,50.0,True,False,80.0,60.0,50.0,3,False,2.0,7,0,343,189,55.1,37.04,5.513,-5.538,-1.445,-0.796,-10.946,56,109,20
2.0,1.0,False,50.0,False,False,0.0,60.0,0.0,3,True,2.0,7,759,455,264,58.02,34.85,7.076,-5.89,-1.372,-0.796,-12.934,27,152,79
2.0,1.0,False,50.0,False,False,0.0,60.0,50.0,3,True,2.0,7,759,455,264,58.02,34.85,7.076,-5.89,-1.372,-0.796,-12.934,27,152,79
3.0,1.0,False,50.0,True,True,0.0,0.0,0.0,0,False,2.0,7,0,199,112,56.28,36.61,6.327,-5.887,-1.416,-0.797,-8.434,33,68,8
2.0,1.0,True,50.0,False,False,80.0,60.0,0.0,3,True,2.0,7,764,416,236,56.73,33.47,7.296,-5.783,-1.405,-0.797,-12.246,24,139,69
2.0,1.0,True,50.0,False,False,80.0,60.0,50.0,3,True,2.0,7,764,416,236,56.73,33.47,7.296,-5.783,-1.405,-0.797,-12.246,24,139,69
2.0,1.0,True,0.0,False,False,0.0,0.0,0.0,3,True,2.0,7,3141,841,500,59.45,32.4,8.626,-6.117,-1.341,-0.797,-17.822,46,298,151
2.0,1.0,True,0.0,False,False,0.0,0.0,50.0,3,True,2.0,7,3141,841,500,59.45,32.4,8.626,-6.117,-1.341,-0.797,-17.822,46,298,151
2.0,1.0,False,50.0,False,False,0.0,60.0,0.0,3,True,2.0,14,759,455,264,58.02,27.27,11.677,-6.271,-1.376,-0.798,-12.971,46,184,26
2.0,1.0,False,50.0,False,False,0.0,60.0,50.0,3,True,2.0,14,759,455,264,58.02,27.27,11.677,-6.271,-1.376,-0.798,-12.971,46,184,26
2.0,1.0,False,0.0,False,True,0.0,60.0,0.0,3,True,2.0,14,125,148,81,54.73,25.93,11.395,-5.96,-1.461,-0.799,-7.195,14,54,10
2.0,1.0,False,0.0,False,True,0.0,60.0,50.0,3,True,2.0,14,125,148,81,54.73,25.93,11.395,-5.96,-1.461,-0.799,-7.195,14,54,10
2.0,1.0,False,0.0,False,True,0.0,60.0,0.0,3,True,2.0,7,125,148,81,54.73,32.1,7.963,-5.918,-1.462,-0.8,-7.204,12,49,17
2.0,1.0,False,0.0,False,True,0.0,60.0,50.0,3,True,2.0,7,125,148,81,54.73,32.1,7.963,-5.918,-1.462,-0.8,-7.204,12,49,17
2.0,1.0,False,0.0,False,True,80.0,0.0,0.0,0,True,2.0,14,409,393,234,59.54,26.5,13.796,-6.8,-1.343,-0.8,-12.23,32,159,40
2.0,1.0,False,0.0,True,False,80.0,0.0,0.0,3,True,2.0,7,1649,569,324,56.94,30.86,8.182,-5.689,-1.408,-0.802,-14.429,36,189,93
2.0,1.0,False,0.0,True,False,80.0,0.0,50.0,3,True,2.0,7,1649,569,324,56.94,30.86,8.182,-5.689,-1.408,-0.802,-14.429,36,189,93
3.0,1.0,True,0.0,False,False,0.0,0.0,0.0,0,True,2.0,7,4676,1061,563,53.06,34.99,7.668,-6.456,-1.514,-0.803,-19.063,38,326,194
2.0,0.5,True,50.0,True,True,80.0,60.0,0.0,0,False,2.0,14,0,135,71,52.59,15.49,6.083,-2.923,-1.528,-0.804,-6.771,9,60,1
2.0,1.0,False,50.0,True,True,0.0,0.0,0.0,0,False,2.0,7,0,197,114,57.87,36.84,6.36,-5.911,-1.39,-0.804,-8.588,34,69,8
2.0,1.0,True,0.0,True,False,80.0,60.0,0.0,3,False,2.0,14,0,355,203,57.18,33.5,7.208,-5.744,-1.405,-0.804,-11.451,59,123,17
2.0,1.0,True,0.0,True,False,80.0,60.0,50.0,3,False,2.0,14,0,355,203,57.18,33.5,7.208,-5.744,-1.405,-0.804,-11.451,59,123,17
3.0,1.0,True,50.0,False,False,0.0,0.0,0.0,3,False,2.0,14,0,687,408,59.39,36.76,7.878,-6.721,-1.354,-0.804,-16.237,133,253,18
3.0,1.0,True,50.0,False,False,0.0,0.0,50.0,3,False,2.0,14,0,687,408,59.39,36.76,7.878,-6.721,-1.354,-0.804,-16.237,133,253,18
2.0,1.0,True,0.0,False,True,80.0,60.0,0.0,3,True,2.0,14,114,122,66,54.1,24.24,11.638,-5.688,-1.488,-0.805,-6.539,9,44,10
2.0,1.0,True,0.0,False,True,80.0,60.0,50.0,3,True,2.0,14,114,122,66,54.1,24.24,11.638,-5.688,-1.488,-0.805,-6.539,9,44,10
2.0,1.0,False,0.0,False,True,80.0,60.0,0.0,3,False,2.0,7,0,136,77,56.62,36.36,6.222,-5.789,-1.421,-0.805,-7.061,22,44,9
2.0,1.0,False,0.0,False,True,80.0,60.0,50.0,3,False,2.0,7,0,136,77,56.62,36.36,6.222,-5.789,-1.421,-0.805,-7.061,22,44,9
3.0,1.0,False,50.0,True,True,0.0,60.0,0.0,0,False,2.0,14,0,164,94,57.32,35.11,6.78,-5.832,-1.405,-0.805,-7.805,31,58,2
3.0,0.5,False,50.0,False,True,80.0,0.0,0.0,3,True,2.0,7,1,171,98,57.31,17.35,7.528,-3.279,-1.405,-0.805,-7.969,14,81,3
3.0,0.5,False,50.0,False,True,80.0,0.0,50.0,3,True,2.0,7,1,171,98,57.31,17.35,7.528,-3.279,-1.405,-0.805,-7.969,14,81,3
3.0,1.0,False,50.0,False,False,0.0,60.0,0.0,3,True,2.0,14,759,463,253,54.64,26.09,12.105,-6.267,-1.474,-0.806,-12.815,43,179,22
3.0,1.0,False,50.0,False,False,0.0,60.0,50.0,3,True,2.0,14,759,463,253,54.64,26.09,12.105,-6.267,-1.474,-0.806,-12.815,43,179,22
2.0,0.5,True,50.0,False,True,80.0,60.0,0.0,0,True,2.0,7,5,148,80,54.05,18.75,5.335,-3.069,-1.493,-0.807,-7.22,8,65,5
2.0,0.5,True,0.0,True,True,80.0,0.0,0.0,3,True,2.0,14,8,188,105,55.85,14.29,10.009,-3.355,-1.446,-0.807,-8.273,13,90,2
2.0,0.5,True,0.0,True,True,80.0,0.0,50.0,3,True,2.0,14,8,188,105,55.85,14.29,10.009,-3.355,-1.446,-0.807,-8.273,13,90,2
3.0,0.5,True,50.0,False,True,80.0,0.0,0.0,0,False,2.0,14,0,220,118,53.64,17.8,6.881,-3.32,-1.504,-0.807,-8.766,18,97,2
2.0,0.5,True,50.0,False,True,0.0,0.0,0.0,0,True,2.0,14,22,234,140,59.83,17.14,8.223,-3.329,-1.349,-0.807,-9.549,19,116,4
2.0,1.0,True,0.0,True,False,80.0,0.0,0.0,0,True,2.0,14,2700,605,343,56.69,25.95,12.691,-6.37,-1.424,-0.807,-14.952,54,235,47
3.0,1.0,True,0.0,False,True,0.0,60.0,0.0,3,False,2.0,14,0,157,81,51.59,33.33,7.814,-6.257,-1.567,-0.808,-7.275,23,51,5
3.0,1.0,True,0.0,False,True,0.0,60.0,50.0,3,False,2.0,14,0,157,81,51.59,33.33,7.814,-6.257,-1.567,-0.808,-7.275,23,51,5
3.0,1.0,False,0.0,True,True,80.0,0.0,0.0,0,False,2.0,7,0,242,143,59.09,35.66,6.626,-5.798,-1.367,-0.808,-9.662,35,84,21
3.0,1.0,True,0.0,False,True,80.0,60.0,0.0,0,False,2.0,7,0,172,93,54.07,35.48,6.524,-5.909,-1.498,-0.81,-7.809,18,54,18
2.0,1.0,False,0.0,True,False,80.0,0.0,0.0,0,True,2.0,14,2528,635,374,58.9,25.94,13.176,-6.473,-1.377,-0.811,-15.688,66,260,44
2.0,1.0,False,0.0,True,True,80.0,0.0,0.0,0,False,2.0,7,0,239,147,61.51,36.05,6.592,-5.784,-1.322,-0.813,-9.855,37,86,21
